"station" "longitude" "latitude" "h1" "h2" "h3" "h4" "h5" "h6" "h7" "h8" "h9" "h10" "h11" "h12" "h13" "h14" "h15" "h16" "h17" "h18" "h19" "h20" "h21" "h22" "h23" "h24" "h25" "h26" "h27" "h28" "h29" "h30" "h31" "h32" "h33" "h34" "h35" "h36" "h37" "h38" "h39" "h40" "h41" "h42" "h43" "h44" "h45" "h46" "h47" "h48" "h49" "h50" "h51" "h52" "h53" "h54" "h55" "h56" "h57" "h58" "h59" "h60" "h61" "h62" "h63" "h64" "h65" "h66" "h67" "h68" "h69" "h70" "h71" "h72" "h73" "h74" "h75" "h76" "h77" "h78" "h79" "h80" "h81" "h82" "h83" "h84" "h85" "h86" "h87" "h88" "h89" "h90" "h91" "h92" "h93" "h94" "h95" "h96" "h97" "h98" "h99" "h100" "h101" "h102" "h103" "h104" "h105" "h106" "h107" "h108" "h109" "h110" "h111" "h112" "h113" "h114" "h115" "h116" "h117" "h118" "h119" "h120" "h121" "h122" "h123" "h124" "h125" "h126" "h127" "h128" "h129" "h130" "h131" "h132" "h133" "h134" "h135" "h136" "h137" "h138" "h139" "h140" "h141" "h142" "h143" "h144" "h145" "h146" "h147" "h148" "h149" "h150" "h151" "h152" "h153" "h154" "h155" "h156" "h157" "h158" "h159" "h160" "h161" "h162" "h163" "h164" "h165" "h166" "h167" "h168"
"280" " MIRABEAU" 2.27355626496537 48.8476657100294 0.690909090909091 0.727272727272727 0.709090909090909 0.781818181818182 0.781818181818182 0.781818181818182 0.781818181818182 0.763636363636364 0.818181818181818 0.8 0.781818181818182 0.763636363636364 0.672727272727273 0.727272727272727 0.781818181818182 0.909090909090909 0.963636363636364 1 0.854545454545454 1 0.981818181818182 1 1 0.981818181818182 1 0.981818181818182 0.981818181818182 1 1 1 1 0.945454545454545 0.945454545454545 0.981818181818182 0.909090909090909 0.981818181818182 0.909090909090909 0.854545454545454 0.872727272727273 0.872727272727273 1 0.963636363636364 0.927272727272727 0.981818181818182 0.927272727272727 1 1 0.981818181818182 0.981818181818182 1 0.836363636363636 0.854545454545454 0.872727272727273 0.872727272727273 0.872727272727273 0.854545454545454 0.872727272727273 0.763636363636364 0.62962962962963 0.618181818181818 0.672727272727273 0.690909090909091 0.690909090909091 0.727272727272727 0.563636363636364 0.472727272727273 0.4 0.618181818181818 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.709090909090909 0.872727272727273 0.763636363636364 0.654545454545455 0.636363636363636 0.763636363636364 0.963636363636364 0.927272727272727 1 0.872727272727273 1 1 1 1 1 1 0.963636363636364 0.981818181818182 1 1 0.981818181818182 0.981818181818182 0.981818181818182 0.981818181818182 1 0.763636363636364 0.709090909090909 0.727272727272727 0.722222222222222 0.703703703703704 0.685185185185185 0.611111111111111 0.592592592592593 0.759259259259259 0.722222222222222 0.851851851851852 0.962962962962963 0.962962962962963 1 0.981132075471698 1 1 1 0.981132075471698 1 1 1 1 1 0.925925925925926 0.981481481481482 0.962962962962963 0.981481481481482 0.925925925925926 0.759259259259259 0.944444444444444 0.981481481481482 0.962962962962963 1 0.962962962962963 1 1 0.962962962962963 0.907407407407407 0.87037037037037 0.888888888888889 1 1 1 1 1 1 0.981481481481482 0.925925925925926 0.944444444444444 0.87037037037037 0.796296296296296 0.833333333333333 0.796296296296296 0.796296296296296 0.5 0.37037037037037 0.388888888888889 0.584905660377358 0.833333333333333 1 0.962962962962963 1
"281" " BREGUET SABIN" 2.37055463986152 48.8568704677583 1 0.939393939393939 0.606060606060606 0.636363636363636 0.666666666666667 0.666666666666667 0.636363636363636 0.636363636363636 0.727272727272727 0.878787878787879 0.636363636363636 0.606060606060606 0.696969696969697 0.424242424242424 0.333333333333333 0.242424242424242 0.333333333333333 0.212121212121212 0.151515151515152 0.484848484848485 0.606060606060606 0.96969696969697 0.939393939393939 1 1 1 0.96969696969697 1 1 0.666666666666667 0.727272727272727 0.666666666666667 0.606060606060606 0.757575757575758 0.818181818181818 0.787878787878788 0.878787878787879 0.8125 0.909090909090909 0.757575757575758 0.787878787878788 0.939393939393939 0.806451612903226 0.903225806451613 1 0.933333333333333 0.9 0.9 1 1 1 1 1 0.466666666666667 0.466666666666667 0.5 0.566666666666667 0.466666666666667 0.3 0.533333333333333 0.433333333333333 0.1 0.1 0.1 0.2 0.666666666666667 0.6 0.733333333333333 0.633333333333333 0.966666666666667 0.966666666666667 1 0.9 0.9 0.933333333333333 0.666666666666667 0.433333333333333 0.433333333333333 0.466666666666667 0.433333333333333 0.533333333333333 0.516129032258065 0.393939393939394 0.424242424242424 0.515151515151515 0.575757575757576 0.575757575757576 0.696969696969697 0.878787878787879 0.666666666666667 0.575757575757576 0.393939393939394 0.636363636363636 0.909090909090909 1 1 0.909090909090909 0.9375 0.9375 1 0.5625 0.5 0.5 0.4375 0.34375 0.28125 0.4375 0.5625 0.53125 0.375 0.34375 0.4375 0.25 0.28125 0.28125 0.46875 1 1 0.967741935483871 0.967741935483871 0.935483870967742 1 0.967741935483871 0.935483870967742 0.90625 0.84375 0.875 0.9375 0.9375 0.96875 1 0.90625 1 0.933333333333333 0.9 0.833333333333333 0.933333333333333 0.766666666666667 0.966666666666667 0.466666666666667 0.4 1 0.966666666666667 1 0.966666666666667 1 0.766666666666667 0.733333333333333 0.666666666666667 0.9 0.966666666666667 1 0.9 0.966666666666667 1 0.8 0.9 0.827586206896552 0.2 0.0333333333333333 0.166666666666667 0.333333333333333 0.0666666666666667 0.0666666666666667 0.233333333333333 0.689655172413793 0.733333333333333 0.733333333333333
"282" " PIROGUES DE BERCY" 2.38637027856876 48.8323083893665 0.234042553191489 0.148936170212766 0.148936170212766 0.148936170212766 0.148936170212766 0.148936170212766 0.148936170212766 0.148936170212766 0.276595744680851 0.680851063829787 1 1 1 1 1 1 0.955555555555556 1 0.933333333333333 0.755555555555556 0.711111111111111 0.477272727272727 0.5 0.454545454545455 0.454545454545455 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.454545454545455 0.840909090909091 1 1 1 0.977272727272727 0.977272727272727 0.977272727272727 0.931818181818182 0.977272727272727 0.795454545454545 0.465116279069767 0.534883720930233 0.409090909090909 0.363636363636364 0.181818181818182 0.113636363636364 0.0681818181818182 0.0681818181818182 0.0681818181818182 0.0681818181818182 0.0681818181818182 0.0909090909090909 0.136363636363636 0.204545454545455 0.5 1 0.957446808510638 0.520833333333333 0.4375 0.520833333333333 0.479166666666667 0.395833333333333 0.416666666666667 0.1875 0.0208333333333333 0.104166666666667 0.0625 0.0416666666666667 0.0208333333333333 0 0 0 0 0 0 0 0.0208333333333333 0.125 0.333333333333333 0.979166666666667 1 0.958333333333333 0.958333333333333 0.979166666666667 0.979166666666667 0.979166666666667 0.916666666666667 0.75 0.5 0.270833333333333 0.25 0.208333333333333 0.125 0.145833333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.208333333333333 0.583333333333333 0.854166666666667 0.895833333333333 0.895833333333333 0.875 0.729166666666667 0.791666666666667 0.75 0.6875 0.416666666666667 0.145833333333333 0.3125 0.4375 0.395833333333333 0.3125 0.1875 0.104166666666667 0.0625 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.166666666666667 0.166666666666667 0.208333333333333 0.208333333333333 0.125 0.104166666666667 0.125 0.125 0.291666666666667 0.708333333333333 0.680851063829787 0.893617021276596 1 0.574468085106383 0.680851063829787 0.574468085106383 0.531914893617021 0.382978723404255 0.404255319148936 0.404255319148936 0.404255319148936 0.468085106382979 0.48936170212766 0.48936170212766 0.48936170212766 0.51063829787234 0.553191489361702 0.574468085106383 0.638297872340426 0.531914893617021 0.51063829787234 0.553191489361702 1 1 1 0.914893617021277 0.361702127659574 0.404255319148936 0.276595744680851 0.212765957446809
"283" " ANDRE MALRAUX MUSEE DU LOUVRE" 2.33484632755027 48.8634970199637 0.904761904761905 1 0.473684210526316 0.0526315789473684 0.0526315789473684 0.0526315789473684 0.0526315789473684 0.0526315789473684 0.210526315789474 0.421052631578947 1 1 0.863636363636364 1 1 1 0.954545454545455 0.909090909090909 0.571428571428571 0.363636363636364 0.0454545454545455 0 0.0909090909090909 0.0454545454545455 0.136363636363636 0.0454545454545455 0 0 0 0 0.0454545454545455 0 0.0909090909090909 0.0909090909090909 1 1 0.363636363636364 0.954545454545455 1 0.954545454545455 1 0.954545454545455 0.952380952380952 0.772727272727273 0.454545454545455 0.0454545454545455 0.181818181818182 0.0454545454545455 0 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0909090909090909 0.272727272727273 1 1 1 1 0.863636363636364 1 0.954545454545455 0.863636363636364 0.954545454545455 0.818181818181818 0.727272727272727 0.0909090909090909 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0.590909090909091 1 1 0.954545454545455 0.954545454545455 0.863636363636364 1 0.863636363636364 0.954545454545455 0.142857142857143 0 0 0 0.0454545454545455 0 0 0.227272727272727 0 0.0454545454545455 0 0 0 0 0.136363636363636 0.409090909090909 0.590909090909091 0.772727272727273 0.954545454545455 1 0.681818181818182 1 0.954545454545455 0.681818181818182 0.0909090909090909 0 0.181818181818182 0.454545454545455 0 0.0454545454545455 0.0909090909090909 0.0454545454545455 0 0.0454545454545455 0 0 0 0.136363636363636 0.0454545454545455 0.181818181818182 0.318181818181818 0.363636363636364 0.772727272727273 1 1 1 1 0.5 0.952380952380952 1 0.238095238095238 0.0909090909090909 0.409090909090909 0.454545454545455 0.272727272727273 0.0909090909090909 0.0909090909090909 0.0909090909090909 0.0909090909090909 0.0909090909090909 0.0909090909090909 0.0454545454545455 0.0909090909090909 0.272727272727273 0.363636363636364 0.636363636363636 0.909090909090909 0.863636363636364 1 1 1 0.818181818181818 0.136363636363636 0 0 0.0909090909090909 0 0
"284" " GARIBALDI (SAINT OUEN)" 2.33149745979217 48.9057350760539 0.2 0 0 0.12 0.12 0.16 0.16 0.24 0.16 0.08 0 0 0 0.16 0.08 0 0.08 0.16 0.04 0.4 0.2 0.44 0.48 0.4 0.28 0.36 0.52 0.56 0.56 0.56 0.6 0.6 0.12 0 0.08 0.16 0.04 0.08 0.04 0.12 0.08 0.36 0.36 0.16 0.28 0.16 0.08 0 0.04 0.12 0.16 0.24 0.28 0.28 0.28 0.2 0.08 0.08 0 0 0 0 0.08 0.04 0 0 0.16 0.32 0.2 0.36 0.28 0.52 0.6 0.64 0.64 0.6 0.64 0.64 0.68 0.36 0.12 0 0.08 0.08 0.08 0.12 0.08 0.04 0 0.08 0.16 0.56 0.68 0.92 0.88 0.96 0.56 0.64 0.68 0.8 0.8 0.8 0.8 0.32 0.16 0.2 0 0.12 0.04 0.04 0.08 0.08 0.24 0.2 0.04 0.28 0.48 0.44 0.48 0.56 0.48 0.44 0.52 1 1 0.96 0.96 1 0.96 0.96 1 1 1 0.92 0.68 0.72 0.68 0.6 0.76 1 0.92 0.96 1 0.96 1 1 1 1 1 1 1 1 1 0.96 0.88 1 1 1 0.92 0.72 0.333333333333333 0.2 0.16 0.2 0.24 0.24 0.16 0.16
"285" " SQUARE BELA BARTOK" 2.28460760756774 48.8511672406797 1 0.863636363636364 0.863636363636364 0.818181818181818 0.818181818181818 0.818181818181818 0.818181818181818 0.818181818181818 0.863636363636364 0.954545454545455 0.954545454545455 0.909090909090909 0.954545454545455 0.909090909090909 0.954545454545455 0.954545454545455 0.954545454545455 0.909090909090909 0.954545454545455 0.954545454545455 0.818181818181818 0.954545454545455 0.909090909090909 0.954545454545455 0.954545454545455 0.636363636363636 0.0454545454545455 0.0454545454545455 0.0909090909090909 0.0909090909090909 0.0909090909090909 0.136363636363636 0.136363636363636 0.652173913043478 1 1 1 0.869565217391304 1 1 1 0.739130434782609 0 0.130434782608696 0.0869565217391304 0.304347826086957 0.347826086956522 0.217391304347826 0.347826086956522 0.260869565217391 0.260869565217391 0.260869565217391 0.217391304347826 0.217391304347826 0.217391304347826 0.217391304347826 0.0869565217391304 0.130434782608696 0.782608695652174 0.782608695652174 0.608695652173913 0.652173913043478 0.869565217391304 0.956521739130435 1 0.956521739130435 0.956521739130435 0.695652173913043 0.521739130434783 0.826086956521739 0.695652173913043 0.739130434782609 0.956521739130435 0.869565217391304 0.869565217391304 0.826086956521739 0.826086956521739 0.826086956521739 0.826086956521739 0.869565217391304 0.782608695652174 0.91304347826087 1 1 0.869565217391304 1 0.956521739130435 0.956521739130435 0.956521739130435 1 0.521739130434783 0.478260869565217 0.521739130434783 0.652173913043478 0.652173913043478 0.782608695652174 0.91304347826087 0.739130434782609 0.739130434782609 0.739130434782609 0.739130434782609 0.739130434782609 0.695652173913043 0.695652173913043 0.91304347826087 1 0.91304347826087 0.956521739130435 1 0.909090909090909 1 0.863636363636364 0.954545454545455 0.5 0.454545454545455 0.545454545454545 0.727272727272727 0.727272727272727 0.857142857142857 0.904761904761905 0.857142857142857 0.80952380952381 0.761904761904762 1 0.952380952380952 0.952380952380952 0.952380952380952 0.952380952380952 0.857142857142857 0.857142857142857 0.80952380952381 0.80952380952381 0.952380952380952 0.714285714285714 0.952380952380952 0.952380952380952 1 0.714285714285714 0.5 1 0.888888888888889 0.777777777777778 0.888888888888889 0.944444444444444 0.777777777777778 0.833333333333333 1 0.944444444444444 1 1 1 1 1 1 1 0.888888888888889 0.944444444444444 0.888888888888889 0.833333333333333 0.833333333333333 0.666666666666667 0.944444444444444 0.666666666666667 0.722222222222222 0.777777777777778 0.777777777777778 0.777777777777778 0.888888888888889
"286" " BOURSE DU COMMERCE" 2.34155507782723 48.8629981667678 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0 0.105263157894737 0.315789473684211 0.590909090909091 0.952380952380952 1 1 0.954545454545455 1 1 0.909090909090909 0.0909090909090909 0.0909090909090909 0.136363636363636 0.0909090909090909 0.0909090909090909 0.0909090909090909 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.363636363636364 0.545454545454545 0.681818181818182 0.727272727272727 0.863636363636364 0.772727272727273 0.818181818181818 0.909090909090909 0.863636363636364 0.954545454545455 1 0.619047619047619 0.636363636363636 0.5 0.227272727272727 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.136363636363636 0.0476190476190476 0.142857142857143 0.333333333333333 0.363636363636364 0.681818181818182 0.954545454545455 0.818181818181818 1 1 1 0.863636363636364 1 0.954545454545455 0.772727272727273 0.818181818181818 0.772727272727273 0.636363636363636 0.5 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 0.363636363636364 1 1 1 0.954545454545455 1 0.19047619047619 0.136363636363636 0 0.0909090909090909 0.0454545454545455 0 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0909090909090909 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.181818181818182 0.363636363636364 0.5 0.454545454545455 0.409090909090909 0.363636363636364 0.590909090909091 0.318181818181818 0.727272727272727 0.5 0.590909090909091 0.409090909090909 0.318181818181818 0.0454545454545455 0.0909090909090909 0.0909090909090909 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0909090909090909 0.0909090909090909 0.0454545454545455 0.0909090909090909 0.227272727272727 0.285714285714286 0.136363636363636 0.227272727272727 0.0909090909090909 0.545454545454545 0.409090909090909 0.545454545454545 0.590909090909091 0.772727272727273 1 0.636363636363636 0.409090909090909 0.318181818181818 0.0454545454545455 0.0909090909090909 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.136363636363636 0.136363636363636 0.227272727272727 0.0909090909090909 0.238095238095238 0.0909090909090909 0.227272727272727 0.454545454545455 0.454545454545455 0.909090909090909 0.454545454545455 0.0909090909090909 0.0909090909090909 0.181818181818182 0.136363636363636
"287" " VILLENEUVE 2 (CLICHY)" 2.30622856572988 48.9036210121559 0.94 0.9 0.9 0.88 0.94 0.96 0.98 1 0.68 0.755102040816326 0.68 0.66 0.7 0.66 0.7 0.64 0.64 0.58 0.5 0.52 0.42 0.62 0.54 0.62 0.52 0.5 0.5 0.5 0.52 0.5 0.54 0.64 0.68 0.6 0.42 0.56 0.64 0.58 0.62 0.58 0.44 0.28 0.26 0.163265306122449 0.183673469387755 0.142857142857143 0.204081632653061 0.163265306122449 0.183673469387755 0.122448979591837 0.122448979591837 0.102040816326531 0.12 0.14 0.12 0.14 0.24 0.36 0.26 0.16 0.14 0.0816326530612245 0.02 0.08 0.12 0.1 0.12 0 0.16 0.18 0.1 0.1 0.12 0.16 0.18 0.18 0.18 0.2 0.2 0.28 0.44 0.6 0.28 0.285714285714286 0.34 0.48 0.44 0.38 0.52 0.46 0.46 0.58 0.448979591836735 0.326530612244898 0.387755102040816 0.36 0.5 0.46 0.48 0.5 0.52 0.52 0.52 0.64 0.755102040816326 0.62 0.6 0.62 0.6 0.58 0.46 0.42 0.42 0.38 0.28 0.38 0.4 0.38 0.38 0.42 0.28 0.16 0.16 0.22 0.22 0.26 0.28 0.36 0.36 0.36 0.38 0.44 0.46 0.56 0.56 0.6 0.58 0.54 0.58 0.52 0.58 0.64 0.66 0.66 0.62 0.54 0.4 0.44 0.6 0.66 0.7 0.68 0.72 0.8 0.84 1 1 1 0.92 1 0.54 0.42 0.46 0.46 0.74 0.8 0.82 0.88
"288" " LESENNE (SAINT OUEN)" 2.34827493630495 48.9025532782227 0.4 0.4 0.48 0.48 0.48 0.48 0.44 0.44 0.24 0.08 0.08 0.12 0.08 0.12 0.08 0.12 0.16 0.12 0.12 0 0.16 0.12 0.12 0.16 0.2 0.36 0.4 0.44 0.44 0.44 0.44 0.44 0.28 0.28 0.28 0.28 0.24 0.36 0.4 0.32 0.24 0.36 0.32 0.2 0.2 0.32 0.4 0.36 0.44 0.6 0.76 0.76 0.76 0.76 0.72 0.72 0.52 0.48 0.56 0.64 0.6 0.6 0.56 0.56 0.44 0.56 0.52 0.36 0.4 0.4 0.32 0.32 0.44 0.68 0.72 0.76 0.76 0.76 0.72 0.64 0.44 0.48 0.4 0.4 0.6 0.76 0.68 0.6 0.64 0.56 0.6 0.56 0.36 0.44 0.56 0.64 0.8 0.84 0.92 0.92 0.92 0.92 0.88 0.8 0.68 0.72 0.6 0.56 0.6 0.56 0.44 0.48 0.4 0.48 0.48 0.48 0.56 0.48 0.48 0.48 0.48 0.48 0.5 0.6 0.64 0.72 0.68 0.68 0.64 0.64 0.68 0.56 0.5 0.333333333333333 0.541666666666667 0.541666666666667 0.458333333333333 0.5 0.333333333333333 0.5 0.291666666666667 0.375 0.291666666666667 0.291666666666667 0.291666666666667 0.458333333333333 0.791666666666667 0.75 0.791666666666667 0.875 0.916666666666667 0.875 0.833333333333333 0.75 0.75 0.541666666666667 0.458333333333333 0.375 0.333333333333333 0.291666666666667 0.208333333333333 0.333333333333333 0.208333333333333 0.125 0.166666666666667 0.125 0.25 0.25
"289" " VILLAGE SAINT PAUL" 2.36087834343166 48.8527259721895 1 1 1 1 1 0.481481481481481 0.481481481481481 0.481481481481481 0.555555555555556 0.481481481481481 0.555555555555556 0.740740740740741 0.814814814814815 0.703703703703704 0.821428571428571 0.964285714285714 1 0.964285714285714 1 0.75 1 0.851851851851852 0.821428571428571 0.964285714285714 0.214285714285714 0.178571428571429 0.214285714285714 0.214285714285714 0.25 0.25 0.25 0.285714285714286 0.214285714285714 0.0357142857142857 0 0.321428571428571 0.428571428571429 0.464285714285714 0.535714285714286 0.555555555555556 0.740740740740741 0.928571428571429 0.821428571428571 0.714285714285714 0.714285714285714 0.888888888888889 0.678571428571429 0.821428571428571 0.75 0.821428571428571 0.857142857142857 0.892857142857143 0.178571428571429 0.178571428571429 0.142857142857143 0.178571428571429 0.0714285714285714 0.107142857142857 0.428571428571429 0.464285714285714 0.535714285714286 0.5 0.5 1 1 1 0.964285714285714 0.821428571428571 0.821428571428571 1 1 0.928571428571429 0.928571428571429 0.107142857142857 0.178571428571429 0.178571428571429 0.178571428571429 0.142857142857143 0.107142857142857 0.0714285714285714 0.107142857142857 0.285714285714286 0.642857142857143 0.821428571428571 0.925925925925926 0.928571428571429 1 1 0.928571428571429 1 0.821428571428571 0.571428571428571 0.75 0.928571428571429 0.964285714285714 0.964285714285714 1 1 1 0.964285714285714 0.25 0.285714285714286 0.321428571428571 0.321428571428571 0.392857142857143 0.714285714285714 0.785714285714286 0.615384615384615 0.666666666666667 0.666666666666667 0.785714285714286 0.785714285714286 0.75 0.785714285714286 0.964285714285714 0.928571428571429 0.785714285714286 1 0.821428571428571 0.857142857142857 0.857142857142857 0.571428571428571 0.392857142857143 0.357142857142857 0.321428571428571 0.321428571428571 0.25 0.25 0.296296296296296 0.333333333333333 0.444444444444444 0.555555555555556 0.777777777777778 0.407407407407407 0.851851851851852 1 1 0.892857142857143 0.928571428571429 0.857142857142857 1 1 0.928571428571429 0.964285714285714 0.964285714285714 0.642857142857143 0.75 0.964285714285714 0.857142857142857 0.714285714285714 0.678571428571429 0.714285714285714 0.678571428571429 0.642857142857143 0.607142857142857 0.642857142857143 0.535714285714286 0.321428571428571 0.851851851851852 1 1 0.928571428571429 0.285714285714286 0.0714285714285714 0.178571428571429 0.142857142857143 0.178571428571429 0.0714285714285714
"290" " TOLBIAC LERREDE" 2.37433200085619 48.8289747443296 0.761904761904762 0.785714285714286 0.785714285714286 0.833333333333333 0.785714285714286 0.80952380952381 0.785714285714286 0.80952380952381 0.785714285714286 0.761904761904762 1 1 1 0.945945945945946 1 1 1 1 0.702702702702703 0.567567567567568 0.675675675675676 0.756756756756757 0.756756756756757 0.702702702702703 0.756756756756757 0.702702702702703 0.756756756756757 0.810810810810811 0.810810810810811 0.837837837837838 0.837837837837838 0.810810810810811 0.810810810810811 0.459459459459459 0.72972972972973 0.972972972972973 0.486486486486487 0.567567567567568 0.513513513513513 0.720930232558139 0.86046511627907 0.930232558139535 0.837209302325581 0.651162790697674 0.558139534883721 0.465116279069767 0.395348837209302 0.325581395348837 0.186046511627907 0.0697674418604651 0.0465116279069767 0.0232558139534884 0.0465116279069767 0.0465116279069767 0.0465116279069767 0.0232558139534884 0.0465116279069767 0.0930232558139535 0.534883720930233 0.604651162790698 0.767441860465116 0.674418604651163 0.697674418604651 0.883720930232558 0.86046511627907 0.837209302325581 0.558139534883721 0.395348837209302 0.441860465116279 0.395348837209302 0.418604651162791 0.325581395348837 0.348837209302326 0.0930232558139535 0.0697674418604651 0.0465116279069767 0.0697674418604651 0.0930232558139535 0.0930232558139535 0.0697674418604651 0.116279069767442 0.13953488372093 0.302325581395349 0.348837209302326 0.372093023255814 0.255813953488372 0.232558139534884 0.255813953488372 0.302325581395349 0.255813953488372 0.325581395348837 0.302325581395349 0.302325581395349 0.255813953488372 0.13953488372093 0 0.0697674418604651 0.186046511627907 0.232558139534884 0.162790697674419 0.162790697674419 0.13953488372093 0.186046511627907 0.232558139534884 0.27906976744186 0.209302325581395 0.627906976744186 0.674418604651163 0.534883720930233 0.604651162790698 0.674418604651163 0.604651162790698 0.534883720930233 0.348837209302326 0.348837209302326 0.27906976744186 0.372093023255814 0.209302325581395 0.325581395348837 0.302325581395349 0.395348837209302 0.348837209302326 0.302325581395349 0.325581395348837 0.348837209302326 0.348837209302326 0.395348837209302 0.395348837209302 0.441860465116279 0.418604651162791 0.488372093023256 0.465116279069767 0.418604651162791 0.604651162790698 0.604651162790698 0.418604651162791 0.697674418604651 0.697674418604651 0.511627906976744 0.558139534883721 0.790697674418605 0.674418604651163 0.651162790697674 0.790697674418605 0.651162790697674 0.488372093023256 0.511627906976744 0.488372093023256 0.534883720930233 0.604651162790698 0.627906976744186 0.627906976744186 0.604651162790698 0.627906976744186 0.627906976744186 0.558139534883721 0.395348837209302 0.372093023255814 0.488372093023256 0.441860465116279 0.261904761904762 0.13953488372093 0.348837209302326 0.441860465116279 0.488372093023256 0.534883720930233 0.511627906976744 0.581395348837209
"291" " NATIONS UNIES (CLICHY)" 2.30990049821369 48.8971098501329 0.24 0.36 0.36 0.36 0.32 0.32 0.32 0.32 0.4 0.36 0.44 0.2 0.16 0.16 0.04 0.16 0.2 0.28 0.28 0.04 0.04 0.2 0.2 0.24 0.32 0.32 0.32 0.36 0.4 0.4 0.4 0.4 0.28 0.12 0.16 0.16 0.16 0.12 0.08 0.24 0.52 0.52 0.32 0.04 0 0.16 0.36 0.6 0.72 0.72 0.76 0.72 0.72 0.72 0.72 0.64 0.56 0.32 0.24 0.16 0.2 0.12 0.04 0.04 0.16 0.12 0.08 0.2 0.32 0.2 0.32 0.56 0.64 0.72 0.72 0.68 0.68 0.68 0.68 0.64 0.48 0.4 0.52 0.4 0.4 0.36 0.28 0.36 0.52 0.64 0.72 0.48 0.28 0.32 0.36 0.52 0.48 0.56 0.6 0.56 0.56 0.56 0.56 0.56 0.52 0.28 0.2 0.12 0.2 0.2 0.08 0.16 0.12 0.16 0.16 0.04 0.2 0.28 0.28 0.44 0.52 0.6 0.8 0.84 0.96 0.92 1 1 0.96 0.92 0.88 0.84 0.6 0.52 0.6 0.52 0.64 0.8 0.96 0.92 0.92 0.96 0.96 1 1 1 0.92 0.96 1 0.96 0.96 1 1 1 1 1 0.92 0.96 0.8 0.72 0.8 0.84 0.72 0.52 0.76 0.92 0.88 1
